STATE,estuary,DLAT,DLONG,CONDITION,CLASSIFICATION,SUBCLASS,BARRIER_BACKBARRIER,CENTRAL_BASIN,FLUVIAL_BAYHEAD_DELTA,FLOOD_EBB_DELTA,INTERTIDAL_FLATS,MANGROVE,SALTMARSH_SALTFLAT,TIDAL_SANDBANKS,ROCKY_REEF,CORAL,CHANNEL,BEDROCK,FLOODPLAIN,BEDROCK_PERIMETER,PERIMETER,CATCHMENTAREA,WATERAREA,MAXLENGTH,MAXWIDTH,ENTLENGTH,ENTRANCEWIDTH,MEANWAVEHEIGHT,MEANWAVEPERIOD,MAXWAVEHEIGHT,MAXWAVEPERIOD,TIDALRANGE,TIDALTYPE
WA,Meda River,-16.968,123.817,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,81.22,3467,24.68,23.76,,,4.82,0.169,2.72,1.3,7.6,8.8,Semi Diurnal
WA,Mission Cove,-14.123,126.697,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,27.32,170,4.25,4.59,,,2.64,0.323,4.062,3.4,8.4,2.4,Diurnal
WA,Mitchell River,-14.427,125.697,largely unmodified,tide dominated,TIDE-DOMINATED ESTUARY,,,,,3.92555,33.58597,15.34718,,,,97.10273,,,31.52752,130.14,3704,64.92,37.22,,,5.81,0.4,4.325,2.7,8.5,5.7,Semi Diurnal
WA,Montague Sound Creeks,-14.537,125.453,near pristine,tide dominated,OTHER,,,,,,,,,,,,,,,84.25,184,35.06,14.51,,,3.01,0.329,3.866,3.4,7.6,5.6,Semi Diurnal
WA,Montague Sound Creeks,-14.412,125.664,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,12.45,30,0.54,3.58,,,0.49,0.4,4.325,2.7,8.5,5.6,Semi Diurnal
WA,Montague Sound Creeks,-14.34,125.675,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,5.62,64,1.17,1.78,,,1.25,0.335,3.992,2.4,7.7,5.6,Semi Diurnal
WA,Montague Sound Creeks,-14.39,125.658,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,9.88,27,0.99,2.24,,,1.35,0.4,4.325,2.7,8.5,5.6,Semi Diurnal
WA,Moore River Estuary,-31.353,115.499,extensively modified,river dominated,WAVE-DOMINATED DELTA,0.02897,,,0.03909,0.06684,0.23107,0.02356,,,,0.86058,,,0.01241,12.26,,0.46,5.89,,,0.065,,,,,,
WA,Mt Connor Creek,-14.535,126.043,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,11.6,100,0.59,5.41,,,0.45,0.166,3.122,1.5,7.7,5.8,Semi Diurnal
WA,Mt Waterloo Creeks,-15.19,124.861,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,16.8,46,4.79,4.92,,,1.31,0.528,4.775,5.5,9.2,7.3,Semi Diurnal
WA,Mudge Bay,-14.569,125.374,near pristine,tide dominated,OTHER,,,,,,,,,,,,,,,18.96,60,3.73,6.75,,,1.45,0.329,3.866,3.4,7.6,5.6,Semi Diurnal
WA,Murchison River,-27.708,114.159,modified,wave dominated,WAVE-DOMINATED ESTUARY,,,,,,,,,,,,,,,34.11,89184,3.04,15.81,0.77,1.92,0.21,1.836,7.416,5.8,14,0.4,Diurnal
WA,Myridi Bay,-16.16,123.618,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,18.76,31,2.36,6.42,,,0.8,0.499,4.474,3.9,9,8.7,Semi Diurnal
WA,Nickol River,-20.712,116.925,largely unmodified,tide dominated,TIDAL FLAT/CREEK,,,,,2.05391,3.46491,18.71995,,,,3.85865,,,1.5358,9.85,622,0.29,3.6,,,0.19,0.213,4.242,1.4,7.6,4,Semi Diurnal
WA,Ningbing Range Creeks,-14.777,128.525,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,15.98,81,1.94,6.09,,,0.97,0.466,3.858,4,8.7,5.3,Semi Diurnal
WA,Ningbing Range Creeks,-14.795,128.609,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,22.8,176,2.78,8.09,,,1.04,0.303,3.557,2.8,8.7,5.3,Semi Diurnal
WA,Ningbing Range Creeks,-14.833,128.745,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,28.02,355,3.84,11.2,,,1.23,0.317,3.554,2.9,8.5,5.3,Semi Diurnal
WA,Normans Inlet,-34.924,118.217,modified,wave dominated,OTHER,0.0665,0.13606,,,,,,,,,0.18742,,,,2.33,,0.13,0.89,,,0.051,,,,,,
WA,Oakajee River,-28.583,114.582,modified,river dominated,WAVE-DOMINATED DELTA,,,,,0.20923,0.19973,,,0.01106,,,,,,6.45,,0.23,3.13,,,0.11,,,,,,
WA,Oldfield Estuary,-33.888,120.787,modified,wave dominated,WAVE-DOMINATED ESTUARY,0.14265,0.51751,,0.17141,0.02898,,,,0.36626,,0.37024,,,0.01543,12.72,,1.14,5.33,0.71,1.13,0.13,,,,,,
WA,Ord River,-14.764,128.307,largely unmodified,tide dominated,TIDE-DOMINATED ESTUARY,,,,,12.89795,418.79311,1385.89413,28.66881,0.14998,,1248.52621,,,170.20654,857.11,85213,1084.1,119.37,,,22.2,0.283,3.524,2.6,8.4,6,Semi Diurnal
WA,Oyster Harbour,-35,117.949,extensively modified,wave dominated,WAVE-DOMINATED ESTUARY,,11.76691,3.43782,0.81274,2.43648,,0.83272,,0.0706,,0.3051,,,0.06758,43.04,3030,18.34,14.11,3.19,0.31,0.19,1.71,8.062,5.3,14.4,0.6,Diurnal
WA,Pardoo Creek,-20.081,119.577,largely unmodified,tide dominated,TIDAL FLAT/CREEK,,,,,5.73894,1.00451,9.27387,,,,0.49622,,,0.34661,,2607,,,,,,0.433,3.693,1.4,8.7,5.9,Semi Diurnal
WA,Parry Inlet,-35.031,117.162,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,,0.85759,0.02749,0.1526,0.49923,,0.02631,,,,0.28763,,,0.02684,9.6,1352,1.27,4.15,1.27,2.08,0.08,2.273,8.517,9.6,13.7,0.5,Diurnal
WA,Pauline Bay,-14.183,126.345,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,11.48,158,2.18,3.5,,,1.85,0.293,4.088,2.9,7.6,3.1,Diurnal
WA,Peawah River,-20.535,117.926,largely unmodified,tide dominated,TIDAL FLAT/CREEK,,,,,5.81956,5.6004,41.85387,1.08484,,,5.74189,,,3.79797,32.84,1893,5.56,5.59,,,1.63,0.224,4.07,1,8.5,4.9,Semi Diurnal
WA,Peel-Harvey Estuary,-32.526,115.71,extensively modified,wave dominated,WAVE-DOMINATED ESTUARY,26.68578,121.10552,27.47919,10.97612,2.75064,,3.002,0.12123,,,1.28183,,,1.37735,123.14,10767,131,28.48,9.66,5.21,0.46,1.194,7.531,7.3,13.5,0.4,Diurnal
WA,Petermarer Creek,-20.289,118.756,largely unmodified,river dominated,WAVE-DOMINATED DELTA,,,,,2.72016,3.83389,20.33483,0.12923,0.01208,,6.19486,,,11.39159,25.54,560,2.45,4.81,,,2,0.028,4.554,0.4,9.7,5.8,Semi Diurnal
WA,Point Torment Creeks,-17.003,123.61,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,0.58211,,0.17503,,0.11373,,28.15257,,,,19.8,49,1.27,6.66,,,0.51,0.127,2.91,1.7,6.8,8.8,Semi Diurnal
WA,Point Torment Creeks,-17.037,123.693,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,107.21,222,22.64,20.14,,,3.59,0.016,2.958,0.8,8.7,9,Semi Diurnal
WA,Port Hedland Harbour,-20.307,118.575,modified,tide dominated,OTHER,1.87507,,,,8.48195,20.00031,31.14374,1.36179,0.82131,,21.78703,,,16.25275,82.77,613,17.05,6.97,,,1.47,0.104,4.469,0.8,9.1,5.9,Semi Diurnal
WA,Port Robinson,-20.62,117.092,largely unmodified,tide dominated,OTHER,,,,,7.07445,3.35385,5.68585,,0.09765,,10.45448,,,7.08591,23.34,70,10.02,6.72,,,0.95,0.213,4.242,1.4,7.6,4.3,Semi Diurnal
WA,Port Smith,-18.51,121.795,near pristine,wave dominated,STRANDPLAIN,,,,,2.09713,4.9952,5.07908,,,,2.52513,,,0.10652,,140,,,,,,0.75,4.878,2.8,11,7.8,Semi Diurnal
WA,Prince Regent River,-15.246,124.86,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,590.23,4964,425.56,81.44,18.18,14.91,2.74,0.528,4.775,5.5,9.2,7.4,Semi Diurnal
WA,Princess Royal Harbour,-35.039,117.919,modified,tide dominated,OTHER,,,,,0.58211,,0.17503,,0.11373,,28.15257,,,,25.66,117,28.54,5.43,8.41,0.91,0.56,1.71,8.062,5.3,14.4,0.6,Diurnal
WA,Prior Point Creek,-15.727,124.397,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,15.01,138,1.75,4.23,1.1,1.4,0.15,0.157,5.659,3.4,13.9,8.8,Semi Diurnal
WA,Ridley River,-20.224,118.853,largely unmodified,river dominated,TIDE-DOMINATED DELTA,,,,,2.79867,0.99584,6.43816,0.94211,,,1.60949,,,4.35597,13.23,647,1.49,4.88,,,0.84,0.135,4.144,0.7,10.5,5.8,Semi Diurnal
WA,Robe River,-21.279,115.71,largely unmodified,river dominated,TIDE-DOMINATED DELTA,,,,,1.92523,1.40003,10.12829,0.26233,,,3.10066,,,2.32783,33.93,7487,1.89,7.83,,,1.31,0.452,4.025,1.7,10.9,2.9,Semi Diurnal
WA,Robinson River,-16.932,123.81,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,62.72,3329,50.02,10.74,,,0.54,0.169,2.72,1.3,7.6,8.7,Semi Diurnal
WA,Rocky Cove,-14.22,126.245,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,34.59,155,7.53,10.08,2.75,,1.51,0.265,4.81,2.7,11.8,3,Diurnal
WA,Roe River,-15.133,125.373,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,104.82,3625,29.85,28.33,,,3.08,0.314,4.378,3,10.7,6.2,Semi Diurnal
WA,Saddle Hill Creeks,-16.763,123.7,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,51.51,186,5.93,9.55,,,2.8,0.193,2.807,1.3,8.1,8.4,Semi Diurnal
WA,Saddle Hill Creeks,-16.841,123.757,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,50.67,62,3.73,10.74,,,0.54,0.193,2.807,1.3,8.1,8.5,Semi Diurnal
WA,Saddle Hill Creeks,-16.793,123.721,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,30.36,73,2.17,14.37,,,0.85,0.193,2.807,1.3,8.1,8.4,Semi Diurnal
WA,Saint Marys River,-34.163,119.578,no assessment,wave dominated,WAVE-DOMINATED ESTUARY,0.08714,,0.20729,0.01983,0.01536,,0.13186,,,,0.16351,,,,7.42,,,3.38,0.33,0.72,0.17,,,,,,
WA,Sale River,-15.972,124.597,near pristine,tide dominated,OTHER,,,,,0.93585,4.80759,0.1548,1.21349,,,5.56581,,,0.08498,58.29,1438,8.66,26.3,,,0.75,0.179,3.57,1.5,10,8.7,Semi Diurnal
WA,Sampson Inlet,-15.512,124.459,near pristine,tide dominated,OTHER,,,,,,,,,,,,,,,4.18,98,22.99,8.1,1,2.45,0.83,0.148,5.989,3,13.7,8.4,Semi Diurnal
WA,Scott Straight Creeks,-14.664,125.211,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,80.43,411,23.63,16.96,3.21,,1.66,0.359,6.004,3.3,13.8,5.8,Semi Diurnal
WA,Scott Straight Creeks,-14.974,125.234,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,16.98,13,6.32,4.33,,,1.47,0.388,4.594,4.1,10,6.2,Semi Diurnal
WA,Scott Straight Creeks,-14.887,125.306,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,13.77,104,2.78,3.88,2.17,,0.97,0.359,5.166,2.8,12.8,5.9,Semi Diurnal
WA,Scott Straight Creeks,-14.979,125.272,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,15.1,29,6.12,5.44,,,1.38,0.314,4.378,3,10.7,6.1,Semi Diurnal
WA,Scott Straight Creeks,-14.865,125.23,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,15.48,63,3.04,4.67,,,1.01,0.461,5.353,3.7,11.6,6,Semi Diurnal
WA,Secure Bay,-16.416,124.331,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,233.04,1778,72.39,27.85,3.56,1.47,1.2,0.19,2.823,1.7,6.2,10.5,Semi Diurnal
WA,Shark Bay,-25.404,113.357,largely unmodified,tide dominated,OTHER,,,,,,,,,,,,,,,1106.2,49608,9567.1,,,,95.5,0.84,5.35,2.9,13.1,0.9,Diurnal
WA,Sherlock River,-20.664,117.652,largely unmodified,tide dominated,TIDE-DOMINATED ESTUARY,,,,,10.46389,9.96757,48.91269,0.3693,0.04264,,13.77678,,,1.45545,50.47,5168,10.81,9.37,,,3.43,0.32,3.768,1.2,7.4,4.9,Semi Diurnal
WA,Shoal Bay,-16.346,124.207,near pristine,tide dominated,OTHER,,,,,,,,,,,,,,,63.29,174,22.73,9.82,,,4.03,0.19,2.823,1.7,6.2,10.3,Semi Diurnal
WA,Stokes Inlet,-33.855,121.136,modified,wave dominated,WAVE-DOMINATED ESTUARY,0.1834,8.62475,1.51265,0.03174,1.50793,,,,0.4304,,0.79879,,,0.0909,46.3,6384,11.57,12.85,2.46,2.23,0.079,1.484,8.204,5.2,15.2,0.7,Diurnal
WA,Swan River,-32.055,115.735,extensively modified,wave dominated,WAVE-DOMINATED ESTUARY,13.89036,32.96842,6.94898,,2.07434,0.04265,1.32747,0.38509,0.1517,,3.43946,,,0.41985,111.22,18440,37.65,36.34,3.62,9.28,0.39,1.205,8.032,7.3,14.3,0.4,Diurnal
WA,Tabba Tabba Creek,-20.265,118.822,largely unmodified,tide dominated,TIDAL FLAT/CREEK,,,,,4.44861,4.29987,14.10361,0.12331,,,4.08491,,,1.24986,17.92,621,1.87,4.63,,,0.85,0.135,4.144,0.7,10.5,5.8,Semi Diurnal
WA,Talbot Bay,-16.211,123.866,near pristine,tide dominated,OTHER,,,,,,,,,,,,,,,276.71,1024,283.24,28.38,17.87,,1.54,0.103,3.362,1.2,6.2,8.7,Semi Diurnal
WA,Tappers Inlet,-16.816,122.554,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,10.42,84,2.8,2.83,2.06,,0.71,0.67,5.048,4.5,11.6,7,Semi Diurnal
WA,Taylor Inlet,-34.999,118.063,modified,wave dominated,WAVE-DOMINATED ESTUARY,0.79676,0.42209,,0.01662,0.00138,,,,0.01836,,0.00415,,,,5.56,,0.48,1.49,1.19,0.31,0.067,,,,,,
WA,Thompson River,-14.898,128.131,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,1.1084,16.1941,25.39033,,,,14.15721,,,0.2405,51.14,167,6.48,19.64,,,3.64,0.283,3.524,2.6,8.4,5.6,Semi Diurnal
WA,Thurburn Creek,-14.581,127.956,largely unmodified,tide dominated,TIDAL FLAT/CREEK,,,,,1.7961,3.76781,6.4534,0.62476,,,3.48727,,0.34642,0.01488,19.18,547,1.35,6.76,,,1.12,0.483,3.938,4.4,8.8,4.9,Semi Diurnal
WA,Tobys Inlet,-33.632,115.153,modified,wave dominated,STRANDPLAIN,1.59615,,,0.01489,0.2739,0.03034,0.38169,,,,0.38289,,,0.01145,2.84,,0.17,1.32,,,0.1,,,,,,
WA,Torbay Inlet,-35.046,117.676,modified,wave dominated,WAVE-DOMINATED ESTUARY,0.25903,2.1098,,0.26974,0.03723,,0.38033,,,,0.35222,,,,17.24,,2.37,6.39,1.08,3.02,0.34,,,,,,
WA,Torradup River,-33.861,121.016,modified,wave dominated,WAVE-DOMINATED ESTUARY,0.09745,0.06193,0.05309,,,,,,,,0.31678,,,0.00352,9.35,,0.47,3.78,,,0.028,,,,,,
WA,Turner River,-20.35,118.405,largely unmodified,tide dominated,TIDAL FLAT/CREEK,,,,,1.18812,2.22029,5.55477,0.17128,,,2.82157,,,0.79942,10.45,4555,0.87,2.51,,,1.11,0.374,3.867,1.2,8.3,5.8,Semi Diurnal
WA,Unnamed East Of Roe,-15.151,125.324,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,31.83,171,3.91,11.01,,,1.69,0.314,4.378,3,10.7,6.3,Semi Diurnal
WA,Unnamed North Of Roe,-15.088,125.373,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,29.59,71,9.83,7.1,,,3.03,0.314,4.378,3,10.7,6.1,Semi Diurnal
WA,Vasse-Wonnerup Estuary,-33.619,115.414,extensively modified,wave dominated,WAVE-DOMINATED ESTUARY,8.05042,7.49539,1.11435,0.00605,,,1.12473,0.02266,,,1.32437,,,4.91275,37.49,725,8.29,5.76,1.28,2.6,0.2,0.621,4.08,4.3,10.1,0.5,Diurnal
WA,Wade Creek,-14.22,126.297,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,15.21,524,2.72,5.59,,,2.34,0.265,4.81,2.7,11.8,3.1,Diurnal
WA,Walcott Inlet,-16.343,124.394,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,269.58,12732,256.92,65.86,9.25,9.46,0.87,0.188,2.785,1.5,7.1,10.5,Semi Diurnal
WA,Walpole/Nornalup Inlet,-35.03,116.739,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,0.37468,10.04828,3.65174,1.21981,0.20532,,0.25626,,,,1.26084,,,0.04023,53.71,5632,15.09,14.31,3.34,1.38,0.29,2.315,8.42,10.3,13.7,0.5,Diurnal
WA,Warren River,-34.611,115.829,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,1.68393,0.06316,0.02159,0.09784,,,0.20899,0.05775,,,0.25716,,,,4.77,4236,0.19,2.16,,,0.13,2.107,8.537,10.6,13.8,0.4,Diurnal
WA,Waychinicup Inlet,-34.899,118.33,modified,tide dominated,OTHER,,,,,,,,,,,0.11473,,,3.10911,2.65,,0.12,1.02,,,0.81,,,,,,
WA,Wedge Hill Creeks,-15.885,124.447,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,112.31,234,49.56,22.12,,,7.37,0.335,3.874,3.4,8.7,8.7,Semi Diurnal
WA,Wellstead Estuary,-34.392,119.399,modified,wave dominated,WAVE-DOMINATED ESTUARY,1.0333,1.72053,,0.37599,0.57518,,0.98435,,,,1.21671,,,,32.28,1481,3.2,12.86,1.03,0.8,0.11,0.981,8.23,3.5,15.2,0.7,Diurnal
WA,Willies Creek,-17.767,122.2,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,,84,,,,,,0.305,5.448,1.9,13.7,8.1,Semi Diurnal
WA,Wilson Inlet,-35.026,117.333,modified,wave dominated,WAVE-DOMINATED ESTUARY,2.39566,47.33173,0.81469,1.32508,0.53624,,0.31013,,0.11353,,0.57477,,,0.03303,54.91,2911,45.23,18.46,4.34,1.5,0.58,2.251,8.57,9.5,13.7,0.6,Diurnal
WA,Wooramel River,-25.851252,114.25367,largely unmodified,tide dominated,OTHER,,,,,,,,,,,,,,,0,,0,,,,,,,,,,
WA,Woppinbie Creek,-14.15,126.517,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,5.32,222,0.24,1.79,,,0.38,0.079,4.789,2.3,8.5,2.9,Diurnal
WA,Yammaderry Creek,-21.502,115.466,largely unmodified,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,55.33,101,7.06,5.94,,,1.4,0.317,3.705,1.2,9.9,2.6,Semi Diurnal
WA,Yanyare River,-20.826,116.44,largely unmodified,tide dominated,TIDAL FLAT/CREEK,,,,,1.44238,0.52672,2.90385,,,,0.41794,,,,6.78,987,0.4,2.52,,,0.74,0.22,3.501,1.1,7.7,3.5,Semi Diurnal
WA,Yardie Creek,-22.326,113.811,near pristine,tide dominated,OTHER,0.00961,,,0.01746,0.02844,0.01948,,,,0.18537,0.09791,,,,,120,,,,,,0.286,3.09,1.1,7.2,1.7,Semi Diurnal
WA,Yardoogarra Creek,-18.224,122.198,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,20.19,18,3.66,5.94,,,0.77,0.231,4.999,1.1,13.3,8.2,Semi Diurnal
WA,Yule River,-20.371,118.208,largely unmodified,tide dominated,TIDAL FLAT/CREEK,,,,,3.35757,5.15254,22.35944,0.50877,,,5.99885,,,5.40308,18.27,10845,2.22,3.65,,,0.98,0.602,4.136,1.9,8.5,5.3,Semi Diurnal
WA,Yuraddagi River,-16.222,123.553,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,82.93,73,26.33,11.4,,,9.37,0.363,4.722,3.4,10.5,8.4,Semi Diurnal
